5000.000000 1292.000000 1299.988647 21097.500000 5760.000000 5760.000000 42195.000000 12292.000000 12292.000000 40.000000 
5000.000000 1222.000000 1229.144043 21097.500000 5884.000000 6049.047852 42195.000000 13452.000000 13387.699219 40.000000 
5000.000000 1050.000000 1055.270142 16090.000000 3720.000000 3840.591553 42195.000000 10875.000000 10875.000000 35.000000 
5000.000000 1603.000000 1546.984375 21097.500000 7140.000000 7384.495117 42195.000000 16580.000000 16580.000000 20.000000 
8045.000000 1615.000000 1615.000000 21097.500000 4375.000000 4375.000000 42195.000000 9475.000000 9443.053711 90.000000 
5000.000000 1338.000000 1338.000000 10000.000000 2632.000000 2687.215576 42195.000000 14813.000000 14813.000000 20.000000 
5000.000000 1582.000000 1527.417358 21097.500000 8218.000000 8543.579102 42195.000000 16899.000000 16797.646484 30.000000 
5000.000000 1309.000000 1317.200928 21097.500000 6149.000000 6149.000000 42195.000000 13257.000000 13430.001953 32.000000 
10000.000000 4526.000000 4526.000000 21097.500000 9900.000000 10376.355469 42195.000000 18484.000000 18484.000000 30.000000 
5000.000000 1142.000000 1142.000000 21097.500000 5420.000000 5420.000000 42195.000000 12095.000000 12042.992188 60.000000 
5000.000000 1050.000000 1050.000000 21097.500000 4830.000000 4940.658203 42195.000000 10757.000000 10715.842773 40.000000 
5000.000000 1147.000000 1153.291626 21097.500000 5473.000000 5473.000000 42195.000000 12323.000000 12323.000000 35.000000 
5000.000000 1478.000000 1488.463623 21097.500000 7200.000000 7199.999512 42195.000000 14985.000000 14984.999023 35.000000 
5000.000000 1490.000000 1500.634766 10000.000000 3242.000000 3326.184326 42195.000000 17400.000000 17400.000000 28.000000 
16090.000000 4279.000000 4279.000000 21097.500000 5751.000000 5751.000000 42195.000000 12719.000000 12878.161133 40.000000 
5000.000000 1275.000000 1282.779175 10000.000000 2946.000000 2946.000000 42195.000000 14939.000000 14939.000000 32.000000 
5000.000000 1139.000000 1145.203979 21097.500000 5370.000000 5370.000000 42195.000000 11611.000000 11743.494141 65.000000 
10000.000000 3045.000000 3045.000000 21097.500000 6610.000000 6610.000000 42195.000000 13690.000000 13690.000000 20.000000 
10000.000000 2820.000000 2883.480225 21097.500000 5690.000000 5638.904785 42195.000000 13040.000000 13040.000000 30.000000 
5000.000000 1160.000000 1166.435547 16090.000000 3921.000000 3824.922852 42195.000000 11453.000000 11453.000000 60.000000 
16090.000000 4620.000000 4487.194336 21097.500000 6180.000000 6362.328613 42195.000000 13458.000000 13636.322266 40.000000 
5000.000000 1319.000000 1327.327148 21097.500000 6272.000000 6272.000000 42195.000000 14188.000000 14188.000000 40.000000 
5000.000000 1031.000000 1036.080688 21097.500000 4676.000000 4676.000000 42195.000000 10040.000000 10040.000000 60.000000 
